"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00051,1932.54450047815,0.0000484741033011391182464678621218297899376046634236528802124630631781912582530994499382173621640150750862299635802507248282858487411083560089255002150587607246421235602786372975383976888980121887811219888731924280119560345927984678503049428942997457957886918555248331438686976224821924826542346782736342,-43178.92423007286231590930070232437333079025089729862099423828966970220254723212868012164848057025058834200518163367025325748001394128470109502471672995406358868174822921569131361430047660602620719089538811022183585661331519163685101789617439918424633053632362167099631188547732793523314415209693805
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0005600000000000001,1602.8533946886696,0.0000484707232188877575535167124465604212625804249181656490202219459871835097124952941228250903895970787711586961576365283995470670034631335040928397915710461291257716561165022001676096017213825716190174094322597515686208993455444801146812132705429101933461581612826272982188887854034619606385302303488632,-43178.2727151436238254563189036705954996069666149418583759356558615233739470861630751525620158731314485096658289180254909450432154993201918145299766799607781078860803841302213558842869270977008301128121324466170785050300792934626024787198152681825911112706113835658381079682655258343616807226042792483
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0006100000000000001,1350.8595124277526,0.0000484670275601508362690124531055567256278613862476228029767205711903516900138603809434390242935332924862119800120596411906851839039009033379642314682955814013484882452559954180811219869948552653374022618762826937505460371508391163968107671332076717277349061158512985398047176008917546151015903762673119,-43177.5606178378328319907962061448488511164504463175938461415414200899702127399625802898901904483301160470042322992898516488628377515743858811422094803722540719116700100475714199305510232028264523144930878278927522747380621460419095493573979808688695303139783004709980450989508519391857462640227548984
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0006600000000000001,1153.9366955334408,0.000048463016410749826344916768898779543358689701661559732328848683327160938058087060937862035034775758019072178059821239204879313549034002670965108458986541937740365212177641341260552115592659226864669363427575634974642860574282179416082577890581275715690724015561539711691087952814387060450027021795925,-43176.7880201073129377983438117648975141213746033549439711136056828254741900715482058888045697600969964159737778560225595206500268713177806451861456961572615482778083084029448378654415208020819130034338372908809767742087927480033812172733336486157132802604477981725601309409849101668946570810868198361
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00071,997.1331572592081,0.0000484586898639946864007669834942623146351363132547225001395568592649405599648845153727706755343605968392417708680985671255313487761153263538822519141764653001840130419838286313331262795774794586417131634420350324675333615077482066830757771592807730275777125166530789192061035235683972651678704150976346,-43175.9550108037908993675484325694243104724031852787351563327443730877888663421167085242636647291660706465785019890166151676294519795402744605664887941420782511506030076925799165446950896129444295221120157428216234352956103860543039125363884454900840821445123396046566315818710331087449165948347188125
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00076,870.2472724625466,0.0000484540480207209857415124980001703381555446872670956932744297060808453201073416321596014426434970763383311784277223137195883246647939693785085930054963162859253861416025823285135906284340505765529398377637800963867376673506097565973067875190740348822197429826308127018309030912277806619812592818568406,-43175.0616856533607734520282518091114639686708188764905302310134018759043028731497562722364261762332791705608340372785376337000843080094730846086994019626597611851084885993916646147924942113538596850249511702945217122607719202907948602936474924137091100382533253855710670220822351808360749611073237721
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0008100000000000001,766.1253232348223,0.000048449090989329726180032566633613135944852216799243994354716296011225457956821020411764450305163040792352999975921838767228287341187939654619375647316119338023082751505344656039991850490903997717091716895194658255142130850839966266319963599171362260093070137256024639825744011594925393427456096285336,-43174.1081472290029178717622969641661378680671663990886371902446464118002193671020223851098913288696236586302232243450561645873785519326722364708313199147748882466886929209008308688259530191601778727065385575693720577344939365157864100487663383336111916551144588802692518728767416001633562057836631665
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0008600000000000001,679.6306443677214,0.000048443818885829811171455307076121963587975373040479046338315270026447254234649265992992337183159488360058162085677182941076644482678659775647025471807900333603808493096689538566444785574170436028011764973370484109872105210355071811786933926789529079030309627673863286037947061938636301440165992950753,-43173.0945049211725246818052562561604112472490070378263863071007581121009906228177200248684939197655135367098242306074972691634372327011481521094305608890846671798475980322625356881880267759915253312375333049795055027376328514223373562346044068695691013632127265533647574760956184970048658893800562661
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0009100000000000001,606.9977352667152,0.0000484382318338831087573993287781387246147283081674008629504255890247953816092349276095938543446719414364800304988811417015816207196262294132925404608546748230925912007840748654236661507451886946590836997189290806805319020882619566700174218043752289963619974624835997764134382013523770633446321883038671,-43172.0208749064734350562920830147479715534072596904644271152471567185928467772979907989102944557720237761539297398848082922072083605920639151818027399308701052717060523746429153042225287162369458779087041961595549067167025160184474942050194018885281549907306531898392731444946966918952056206970714378
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00096,545.4153912482279,0.0000484323299648520513709572260136881770924765870207735431947923621307070019944271842153595431126042739101253177526028525415171816843258771839789894287674628915996135658120452972779447888991592102239356031148476901429784768896222879371529224567446394076157927775901851969045789433652459423264889920991405,-43170.8873801144339457505259000474305960108250521717034706204571737348416864248806592164754929368924582850100407297580979218073418197859136212244425444688580020576851361027857282643344485473444923983120346962619729011379142209265596838042629770602130639917043314528151187289554780314149861712399875563
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00101,492.7505387455806,0.0000484261134178497123326303045951016206570736277515695705826816803920778253569556218990522314377442833531844786168712528229145480990808837253283721773229498900812593004770370921132573736547460632044158993301144433368278841344965728919815475361359844695709472250064680199754483381198516056063364745924634,-43169.6941501924022928149596061538290977527273256818694612901072651399251223121739477093160622918872009050291253056854612263635394738843279471544559932996640488807696157347755269562847846987976685414352277130427132091688176635156829844677491404697251907850787261527859770667589295535205015504217862811
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0010600000000000002,447.36100442716867,0.0000484195823397922959995911031557449953035066068744823769184856281384532651423236898332523789570967405961373859277213930393840221856993972669123939594322757376124202390926841361961500642918826351137395901374019038293874805174842104337374584564843686698437090048781872082622660778269809565559340611054479,-43168.4413214685805118177759996926310196362066094288875585513126238602229932153181137905449152554445167563151810194948130862715122105518338766514380931924036956399631098569447976912639073642806470943097152562249626231487336875582945626081000412042037818547744757679604464438350489881160643377239059541
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00111,407.9659318029111,0.0000484127368854539751619292137246899033055548027076991917443371476388089421795723062529314037288225234292371197199249836489506083063253124788427950444186266540488762378339975240072121618436912477914139242480005458643060694639034385515603182571448163860654668013761919485404309039363477098736235961017556,-43167.1290369132162597298625036129611930967628582050888791400483011268657702631791758230518745021257415958319835694524478104668258138114881975994071990644330052182539251292046383840018627508044266927270929523279415127544455628009397693241426554914406540852114792777889885031845754427294601354645588574
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00116,373.55441778713356,0.0000484055772175240063851005578574406666719704389342849858936973156231271072585571322391073677617332597994818595868722464955004613186384476470802282791670799795736765683337321322350461496521315200462171249095981272567782098485610866878400862025784465792122507350146278036964045626422754945788611564116136,-43165.7574460979731278226298800938323503481903889237309107782135349394165178220861940121652263192378523219918914878618177743726329473157849594135945199914024342041414458027532951715953540315966564980171336329414708812866202124035874657186270447725210842809860208644720980478919741654436857031331135913
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0012100000000000001,343.32000858846175,0.0000483981035066660515551676524362685852601899400581587336739053304210632506883657899957745950374178341349011164872108804888868644943641604993290359419789533906324027647446464261319483408620204873925810374523654587520309592748053231340254774675233231475568941040583350765500833407496770500605895603736042,-43164.326705153500971242550994284570419726382809344855881148928099914487917950041862065896816935428383451005124147891699387652401879409982132549089201620025772219755390924761500152868720134802649874898417606202696020675731938045824928964684866668216951776013396520014364365622042223075848309016916259
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00126,316.61301623479903,0.000048390315931579630647016024181809451074874825689025615792432861700820576372943965820526056880266730977209586153155020405641107909182974827213399098428239432622744431929390441823632947993211830985111515288796492267611617738718557444097168560288212527242151835346805706260376374010301462109939461851493,-43162.83697672522858925923482901791290257799751713261437227256279920813023953476622467833650483516676868513945719455110123566388095419181708303229919602129037881302062257161966316491756598488079651543934031451318136925255515719110471567102571598974949324958798172235605235178040838748875067856881756
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0013100000000000002,292.9053228683449,0.0000483822146790636278335286799136752118580536923122801703521603875017380206002107435141723460557137982856438556747015546282467254960122914362492533307066096639297675003391140485971843054841946269885284832271166069926856253806280122114921288506935491258818234689610285718833756783975483187453479768136688,-43161.2884299274019259530023863098599134741613248167312158843748514406453111757846724384922986335679563641295265014769901863428982706300701220003359783350303226725483687008436617020438112437402738698840446843995949568586679627464059376353559576329816419713952438069452214207007736928442948639490157733
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00136,271.7640703797399,0.0000483737999440817716815514793868799754942055188566060471834729754635853411006342659812968054370062462034708569679669005904628533863319598839930756433754076379975387221328702449148549315880547127736746944429579722404347415114843687592555122323347047982627591815555027186880819755202769431473396777591309,-43159.6812402953920510985986523212423227519982176403215022996457918173761237049567544619252330697218767073553347288935286046725000576547473595526083140705412032628178549492806039589165216970448574289095564878354899395368219719264054779458273764120367615471514532663644886444996285867264778465111776823
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00141,252.83176126672043,0.0000483650719298300058565589366017752243162908402124060289692068910511822557751683650406142472880541025926696878281511549404937509758768416427155179276070859862509787606688663219017679418969643807593990583350759150478585681172991622870328878578132504323275637735339356769524212316598620730308933571115214,-43158.0155897362976668045642941349142699800271239260918755330940649581555048070628111186814135669271459537022581109253045003635575704053176833302748643730433937725177940078035988642498226959391912998735299727064979003900568606787516162974959674070824733921534450862811427025153764092190418388597591523
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0014600000000000001,235.81104549369803,0.0000483560308478056662528115872245497117601078081968211650058440986270940572224408768922621736505738258809127504708008273485819216940623204441772473737470645035894160327745740245939904266889767988480762748549541585664768932190615609463685825835027033846051403124350139957573468493111800654340372038956459,-43156.2916664778680611112366068161933840719730718708925965258070261228548438151585320081065245329653265329498009487871411629101675264479081979314440955098187741852746898982760988407267306619537979972656706510304830366173593782913468914095473771048593221570648203312432498681902800209357400287148197035
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00151,220.45297336711852,0.0000483466769178783770274551947496673944414813351584012038214992161458450997854035475119190653917885629971075879788178779685228392919115179863793004826555942777348917917971022620254168605099851242345730814150312013906898676873978970328224202108636956851130967897002206618512671739548316462232371832651878,-43154.509665015773002486238559288281222949261302945829714726024558331205729763851279313320464739158202965735500065435448564235042471162112700637686165814321585364833992316847527881836610136022535479183488423286596599243447776967840256976089131540104864765629924661061383292235973664087806211769578172
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0015600000000000002,206.54784047270164,0.0000483370103683625757507464410759098626171446185589274201473655021081881199649787947157895679902535903891553132047830834259405137276240393925576116560866002848248456185017558363140358913247816881636164640981369263876514067011286946119861201167582194597143539263079119158359700251915384384060577770493828,-43152.6697860592468238624028729101053075520232065212563449034856451388491401448715522639036097569480400387027851035692669893486041344709194372340176181613730216204100373628091043590046887341929473772689159401933806746497495438546604338093281749901548027648572655042020856275593147601651460087986096702
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00161,193.91799103983908,0.0000483270314360915772682009260384395293296056804528385405527800139709968679351300294057295955172051395335590294844715544146526671239636630775657156327331337911384580197306528228713333099216000353344288643292639307202350809145624060148840508138795648302606077512953853330945772681412158687288858435198197,-43150.7722364751349697168560951845324819073653967121345247305173016204432013855942166266052214829232301938430391492381342194489937343122709073382874518145749538313730459688486141991624849629668766335854299169757694925427893911005914346403294075159206475393239348249819366133457026061449574267277849571
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00166,182.4121151743239,0.000048316740366493081716343912335624637240472536573194728390383008786867738318198848465586145795395917947878991544728223671708422793328956120974501393774030223927939389520597152283038948876907191849521341884853596540477781340333275673324357678327803661582527756222507342049027475090883137468197242281053,-43148.8172292303715859006366409230697009404914069855386638086156158673336061997029153339598062574023660753817206380854892574872553966489386339569786679227990651727317198640435750462069067801262884173315290502531133664333516767250546331249726040083423794116054000239776030494360795647123715373738496341
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0017100000000000001,171.9006957950709,0.0000483061374136660325570855877946278479891953416797689600091595347689924618616895582374554285983292670850798255842648806827157943409749086792280479829108666549151660872670247617238198422603936048156191210171367662250236664821514206646024061035064680717363291332698439804301779886971312429952302755643365,-43146.8049833329178646412537114899373194344547472984896454945217039864162066198167056400093278067168836185126579079112501783662827069071279133486112380244881772496441913138106863193526222721913460690961657175137827034890213983175205851412177206277334629090992860582423310711347645668046118716883465217
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00176,162.27234780939014,0.0000482952228404587273850471757100530097228691748389809605988144062315789435322446558196595443873862399292246426017421987722313193486165477509038187822909754995755717244655771308888852939014565899297452743389895616542129732620707890862728565478333031374157650623498638361471604875086770067348869383859226,-43144.7357237711912702352631959351980312482056169629442528562142919830732565594602571291853923403137318081337897324438938236631096349418179762503698376083308051505851646389287561563158546819983648171236229821813323463650364605851181188716043662570076246846311354283806297630367366870947527646201985187
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0018100000000000002,153.43085515532698,0.0000482839969185480825714188632010849163415111740777166909066575597493513469222653922741387300814296314012876876511919036760842532155385838098894909381902601899951009042752070924328900294186538349296951909787165075093668760848288199854463252871808177265607167216536497474531981291188268840455074596153673,-43142.6096814520164082709477534240637649225727392179797323527666863143029012588680455244434481004943815190976932675061723818022631053801412383793871584408728583735552131939916384037693343785698979381917381594960464685769558002992983542923882530386118572779476394623192291962832371426163873335152727685
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00186,145.29275771024595,0.0000482724599285199530123130946126237487592016153600496651301957508390190416590173247714258703728118263169436507822387258147850786180324376618152030941233584696141199596059546639812727951851701335453694603499113383230099531077738860954012406088582112656073719355276978664324445857073747913669793219522722,-43140.4270931371292495669570345589888069123017812768548684080257767542427696850428188912536610724275080434206228914073962172923644534256790497459989761142805344683684964820550613587861354418552554292483279791965881216548301831357448385493176873274433288798282207402346911229529070304593075683037155599
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00191,137.7853744618752,0.0000482606121599504043149795675930247104875888277537840391229563621474428513447202680147311122326265052202222642703439867797321750512710291795248564154987739931624062835020249254589260543219501176284687388877427473765686692086934928721237437899697575664086785462070614808227287492274952514469422196131422,-43138.1882013782665353801827409736709828446735928323616888911271921455645719616385912503989953971156178791938810083004592481849363147850515310812972729948432730432168342318475336554211329524924028913350722703291247177011845991702564286083926361275620955777810827382411949732273600561167078659859360723
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00196,130.84517507662613,0.0000482484539114878362029941497038836302658724090739950259040296294813235452414810855462476703442746524059811875436674122807729269633003821255561289793424699026709181749765295495924275890787988861407198968439219917904654165936377487115177171751229582676724881500400486827773693189421308182876821993367332,-43135.8932544508732773458280710883472970006757636172627239246788773575769646166903967783366739288945380439549015477847343702945523106804972312801481979791884780805358193403505398168710674832596109262538553470358984466419535287128165690698934265335890919536691082475368699070248389971710946536650064731
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00201,124.41643141862005,0.0000482359854909358527515676867445599685041662714140649153553475253502309273621650572805893439052791635896203083307099873647143663807592284578379600073702068416045126461126243048430438304118987054854698489396190934044340333724502681700392943259086160613380641022736529778642090283746256218570682976115156,-43133.5425062864614281916979704323955095805725984420414183406530901642270842116066695565212684367495296461272113398317845548276950616500791007934684814607763084218184035612287127509971581057736664573813413606005403774417083018286532652490761726409610168074371690356081634821360676657776853624731263185
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00206,118.45009533753577,0.0000482232072153367754791082547719490842393599084679456976382993141792307015892910923787475720281868535045288425288019661843273510739844749892799764141330398296179089133066291914377505540159431327059657545236825441792553760447431580627834470244231557867247646660946207975898484243953972369430737501169495,-43131.1362164036535910067969016646257167205091228048858181265060176820675792264729953176049829530529806325301892108584583868252505999694124150637889455877076513436073633513027452320269830861644994833889116901306561699067179217648655627273931549625766274747430571338993628373811058772738858118813062612
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0021100000000000003,112.9028603522757,0.0000482101194110556933277865149769303816813205652072785744994505978100736288996349832427158889724774295315773016897254019526731005691550975264421093184852940460651499769572168446755071065460421801557246586461826604017007036321287803525988401084612941089286230149232636457581703435322873351619695594340947,-43128.6746498379459212648036520902463616381979940446792970808215905856210961786199940083953498789488355569031097419623266293627229283057914271186204169966978867611806442408144108456100803327764905192183683521428731042262556222641774122366716971889416704068597701693244357148963236755126638968323388541
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00216,107.73637357989689,0.0000481967224138649440757052805888409706595060821550169500680635376736581277310597405823555622770335028767804374853876519053308979448969117188433263856199666612737644719313077470434770403359701468213051592774104280039660944921910044092693537652777036830276431081417066941901277916172092956985427950184431,-43126.1580770702250843601304982124064092926026416464560329900294819011981647789180556575443657892605670072021679350081050717087128172425857595947669853307463359522292466726944637737254725561642795018074394895992724343537082959402964103375760578537165262767948588631650195736761741127088428477385945942
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00221,102.91657103138078,0.0000481830165690289195097686111096271596149723523957678149987111489486434075748937204795676851565807493464021080563885335430976049236272130396923225220383449705225809875761873827614513004468282217545106399943561572816512477249650932734411849976738696464389709817852594867583213035657787128111471898167476,-43123.5867739540742764597269566939453361865119565151198728543939514105932645398392392866340167997556419755127749933890032244560337587521467293063216655650276334279850791477517243914579246027201955659048764353645162473298989360187969071028878228235616570613723666838788464577252636225896799309234635259
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0022600000000000003,98.41311468681315,0.0000481690022313890889811012279300103071772522189690118619850148204482993574004410135841977817923664930206165058701556886898163597952022578629841078580169312980904192903865876281553412857139821876152699481525014939748238644419740723620404276114595124032836867751727246360220384158246738187483227352474516,-43120.9610216419042582682012155685298667063740421727881144390687315057167070666533964870321580788065005141422892469464964468821168765268208805698400404730085198494075023746918463385254654990943980687294863232886319226827194220826535818913247767741979623448170794804490326266260305003581608478982235274
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00231,94.19891392109724,0.0000481546797654491316144150618774983118858044396587279469848233355684178727407178679305732363730401510293402106059403519623889460188575981544469593082673511496379386068399288110273143587459770736827692402765514209835369179139243606620726892582647007012766165670424695247844138550192006047768395289307205,-43118.2811065099449942617441260326613449560282790108140021422615931150015262945844102376423814313693277613932223595960160803820963866143730873114403491136943402915161011243857976878170061443324171164923417594335317042030013903661022294209052456979213696991184001201285146255381903063258632154526527133
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00236,90.24971713846,0.0000481400495454600704004718224441675065914663211210189882502605985039555155356620387661683781345458591466120206590486586297121106154028803361279320742872221874103515677020590548117578334489895704229463666119093503689191721496818674963921897945923407125287159598910616420954435553706059513022747835758389,-43115.5473200821344559389413315522094843396577603401028831769384546043585886720556153180255222572216084212934976327289070336853141486984176663315181760687161854750948389976739521566336845394391634302521171028094433075412764780312268369893530324674760591659101380525846936667690849087848942526318728447
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.0024100000000000002,86.54376208645974,0.0000481251119555053014904611775108413300258005283989915490483588684728899847885905233733751404401307614156911752276569728090064085195433896512649227886208334249636760681738770467052510810656678778576602512785667628875506849938197810907402210826556667089998791471550632034001102831495300037119191687460832,-43112.7599589529415212159823733260777393292310834709803795281274997898660578916243262614853990320930310786370351745155499016976346490004719695693747985086639240525858647822413495569682112565495891800450586033395637296376115595087432900207648659149356021097377410611821553078356251107752233102471050031
"1/5000000","1/100000000",200,"10000*Sqrt[10]","100000*Sqrt[2]",10000,500000,10,1,0,0.00246,83.06147540722569,0.000048109867389585408616300283162335654815624567344429088381153559460304600332475525706517519595653294565756852815121920567021416667728714321868083191681936312946360676332532834447076413614699504334614487877754953769071504241671907613679724480712822818419925391889242937830191300908114714954863054474084,-43109.9193247091595758374507422395776073868726994641403881186119909193951164360865243980352558948765423149521207958158291206576311783113406310304943780271111722874217418768412696668086332370878883537701491622208147926328338693199729825223794600388109214581212840894353317255940969424788420774014756465
