0.00006,0.000291825948512668955522030005857040860475942474805280576006384136119283846640508571486759398502480155644730014995140696226921226457755429779656840772536077915497842688704605974782768941418638900696500610105551731956722050774576191162341373664589307610710842175534864019`250.-25819.888974715832155852050349828648341481825435487977437378423017602315315240706168286489639648343583646792250822759799183646144307401371994545198929210082137586407078392738752844111965562434526507134367100481946454015256654245757553939080294402507287091373422494298663126191`250.*I
0.00011,0.000270360741408253910179048151206912917203509030722555696237952153491418548771366275164205240572660312267271441580811091135239454990281859988214118739807922901099091242091662904914215670618605660028322330114474774260880050647002218811171812022664380505652388270204949971`250.-25819.888974715873111094024726421753182551571147638496908540566583643183375761877657149434949211647934205243447108747584027245260325988016810418487009484727855693755972462078150597560890989910278748728560614278362691398694686444932138996768203936945750547880517745444892586882`250.*I
0.00016,0.000020498506958341480580162711606180638269831270328287990817710863469796712607222696284394668912589473488118962302494355258887388485182327311438775148577934112440237131004607362672083472621556278273863135401277986113876356095384877654271597985600318720144805977336651256`250.-25964.698522397405049177285211715012959127526682848042042682638678732799913461321433177011318442514147579649770785105722942289301366242923136025509038818957569220805428045714606931794884569197319240356543970795145005096309669335166646531238220042090142920634665883186406077703`250.*I
0.00021,0.000020497774677240050368180444939088760438848700004515183321393577267610545873924735348727123363526497430018769957474715487219640239065554490087845819171630226886588531918296628298937073828555479494482356002896865967536910799604943890846648217358082844077515736009479755`250.-25964.677251680322780097287624434779097825923642058242466426126824320515634738917356699123978834292854508616674400952107235325597625323877108038911827500143414349281089882715463874866507407012266549808542415038909580718148101769199605781407284241229650412684885750010725150213`250.*I
0.00026000000000000003,0.000020496844593851698699218622978468678225414241834404815273939059277781976982251766592859767026404755540286312173572401812116657550460300324408537876457374596050403313036147491514417646916101291549033637425853040031676160077448185093286154316637554669762379026788834151`250.-25964.650236614397586636517454871998154656953626131228603497069055024723366827663840334896382490081320408929975444227766477257235273376669940240055080615854224706410856437931140622262325237869974823749865563472818296491439083376720704008328027454842484507219482854691726359294`250.*I
0.00031000000000000005,0.000020495716787188905217158371153507442475459316592788105923467265583617454879309009257505406936517665149322552836283280858237909732401639545190496333801432342379491243982965036347610479393820207262272407805182946515803147943549367627837475600473608635463864022780441746`250.-25964.617480409644219614459860734876805255665058596527245721027402856299102320381896839175797581932295658748235260061063277146701578497403415880463135721287982026535430104414785426640908337160544227872175674000179019025530633050577227793732897741991592714097866059034412508629`250.*I
0.0003600000000000001,0.000020494391353887594305331749738024369117642550991805416414308999398892647899450060142260099885875421274388990985486774331479142203900706358129712547490296363244457457196421659777030317133398144574887995162552469477542374336410599620053984397657868118935203355738873276`250.-25964.578986954015357053524381224329685156222098258643550695649670969915734402424163590839556233500085462118773169837997768903840075996610003445430930127722633674699761541563967154163925735812388575928496812792969966560058469922280373390652531553471394988914253790028014822005`250.*I
0.00041000000000000005,0.000020492868406959687225278658406675960689701461290364377777825888766334915247178369557764076333029128052604469124964126646090468995406322364822149294139103079429234280149519963580622587470345170009587832515974932571121980519698693377719011743565173127446353198642660034`250.-25964.534760816623886321369496020277606606956210230376042164757645950164069763231025417654945567179783291537530128899102953815072714727269069878664196619456752951633181600048354203558492058302798687957349871434588808447778304461598412017939770500583356405176272117024790164404`250.*I
0.00046000000000000007,0.000020491148076318167035811936927797915359268102275089993739679225757191013342172861771674597088611865387473241267242564724725011118510212992092874933931423228883938201025969916421684055210998451034326995924446362396179734878476409618429499379927599278962791055436504881`250.-25964.484807244406219703106270453151673271233028008885040998109481423799476703606018984494766103640920265587353699525401171449651215033751660287857200316398523993206392713517144092402730192637355718613874808157118699593489028093458818737691161603037395840876251275292521332114`250.*I
0.00051,0.00002048923050865121940781547532221019445894144293748727584541025814105160127799646585766897947071457824697025489688849355307900427506550855711297390671036179051629567810692629556383681446350505315651529231704887608364031293789612449579397832752697055550119594254519687`250.-25964.429132160916796558555590005888393123494597369328575334589513113312320048594484263022244391797905973666213427374693192537626252612279372576910005297108556068340582931395972694397727372414323797063586346696466962912021176752835959896962271308505785237364462276718736816547`250.*I
0.0005600000000000001,0.000020487115867603911658970813501137271488702248894723735373756874318973181128482499547264163773574330755761083981387700570767972278073553991027451843300702465171324648037945244469892014643377890858823618830131835543697666232411391260510274528415110633897486280135565941`250.-25964.36774216380013570208952253268090636596662628018548118356277825671396840600449712798406212113836585524143067280482095182607215694118018971292316576566307200133379882774659808432647435625287997636584891064463302589010673746308263624077807322337247716555583983173713546961`250.*I
0.0006100000000000001,0.000020484804333354023569447751944082197110482272170614064597346539322700954848019919698993564703414108258888178951592964811592538010960524685434188220983429841875124341561433266577948560719576911153932350029344774219686372724040185557175784361588838789121088547921366736`250.-25964.300644524210401714084431579033725248200704503811539302481726081154118162917165275074657389136401308521426432188596261861902596229100411877205740434995970380413326259685266221997766134897253427388832554470882334951417406964592485191153028242483349817983293098368956541859`250.*I
0.0006600000000000001,0.000020482296102517319409933308262434925734278912542759522954632985440573418065591244109121483985014756122608138388767467571219026597579498161511992832185177760354099974374878226738172732208143653213224308792664186075050992413047963169971856202777310301789991886785041826`250.-25964.227847184838882013561158698744906523879971680071158278309289623873043716946547000214950575471361251680785212583123070571376475672493180862911060948473586697995096380011342527523607686442199507992568804246753933226116459043013035479289377765590011449179706827503288538617`250.*I
