"1/5000000","1/100000000",200,0,500000,10,1,0,0.,0.00004849054015085818059535068608442027099690331594959622613657630272884156916767252543863446707799859030209373425243326188841825508551013685904389993547483494006387522434449892916823696882184340287930774162140239787096500122671469784728533057968441561546,-33182.09551440517571730805193748135567763090321023860583445296821592754984711868348302824483978650233459813481947919200398890916233381267987517764317892936028857293828148157819657107374920538450608644599056376204034765164486643555310053384625069224072
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00005,0.00004849038213374776092217236087797968368665079295481983792203747299742783119858714596278909221822315401286546687415556177059626227772778087375889901739946881181369376508142275045226792790977408920852307121242579994412264513922160885961311507951638027288,-33182.0650027682956323429941913171995180067318516017951148762772650204027951651514516755922586695807699377974739741227300557758995550733689190252619306092191799038334696302438499572884007205793275161842025034150645093601596211294909395084476641238829
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0001,0.00004848990808604993614333221491699245987725837001281827385263335499917245448619542729974343088019730629397494854680785709295455449196833352217736722927948627625135663374979819205973905815056295090119981035768653558764100048951445844790369955040071757148,-33181.9734713830157957191416681276446217565853311031183955864954246291367874127114096805682318758040432219129937241299482744900335726979011347267689138179841482096691639106278770079833079271319027553500538436770920697941706587229515781793589924325728
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00015000000000000001,0.00004848911801866652136800872836716844035819599262214816329688105579834820472855249850307502164407476463153064795118738999507513554400033891147237956310312544353990514691937675260720614046916070148788834371162372472866974490911113102385153881202706834673,-33181.82093082439740482215665716852363597395921022136219862527991311513486372743671059641666518475668803662928888551224065943604929353540984326393331026968598168370870521879142008807125151840157978397558143307436672140975469328161064001934736331234473
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0002,0.00004848801194977224782334550573964873483473750497254899155824120128006311020321765381517453572639274131433330868340296872606891090807577446822455127599424425160361418033958616114772106573109481682580329506483883274579620098247908989754727798955576033626,-33181.60739871414281589808880256519051901338313443402077278121041896096545349845527028728440639241152436846640114922047130421801844847471246343900893080487544491527745580052114962288539293412399328971362580907176906960613400228847713785020285066669706
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00025,0.00004848658990482231522785000461269637725540319458159683734689396938674042928315291867822543066815093010479760520039838375804171821548826880925422335353649015547728367270488843176742983397839228453057093301337641735981627758352472005254207744433171745155,-33181.33289971549801551114182886564508091397529153847128850636913739073533982449338558917666780618171091162873894973971835777570769189874312451782032446264290211277448019730422652252146482011035087940396067607963527373995050775654496139063453333938334
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00030000000000000003,0.00004848485191656295173954299021985535840331938401129092203732307384827672360282038379421353532261073658143860933932200874082521218970534589107340206780032925225279478988434117532380415178969022051345663409188489140047925120775414395389343687344817375182,-33180.99746552611994095348230685135689450261275737488648334484366707039836966702789498392340842876454794877354094089605773958662066153304307902431521862161589171693287834609646136952641060596466757206340666771284574570515585609118865492971751579179124
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00035,0.00004848279802504496812851408588162087108791403073083796115937657796409197856801634027034911286860610458537387677913418950427400277580647190777557405337532951476017137558135225934707883668009437127533598098927042563045775868368053268018095693776185618607,-33180.60113486891250657932967399860618044984885361628758807790106136580822431051825463586544704972959991289190666012076848945155301300196702525948278913238225206078646037180650593041372791534751965179291838590242356280618118075227336815460255964842816
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0004,0.00004848042827764028901140424039830642063805420827918068605719088663813151797116434920702461172700351472533298603286673350686261504644108248896207218834306794582243248420046680937455308698977797624724120478714994327549350900924232250784334538092427608128,-33180.14395348083628393447721580442376891736860365487236282428259530633182064657675838810817679456793799412098696968773616295867521887136375973238747629367718661342557139918573126870196667443342888066265499097807042024821943865482218816122683686789157
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00045000000000000004,0.00004847774272906144028614088967921499459878570081311836090863544017443089398852946402578830869484932933369537160811290142986928604953788713613841815075857317379590727248674728623558620053278926119244875484942410373852395923453682750690477489776608158487,-33179.62597409969788762338453445406598017794270192306994121314768278184540820382792285458153732424723200048502934482548469936828602388965492518638542614041540651556391495761068916813526545936331161168559784228677389085602950109428509203662317246696908
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0005,0.00004847474144138396808193247372257139470793422576633899204250282886615095678247600943805790122393375303150417463497150907440909428315726478032435403439371218043276508408491761507086193846573109485492452738890083492821676540311958994213725446345568428331,-33179.04725644892618846110347601793871169517614308001941866492627912790566229714353859359679791759627696802833591782654226446253437082555319538756208460752956088418390802659227331469963200903795506701170653287162107248931164943089866464101261403919462
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00055,0.00004847142448407176089341342085424619238381730718522317763109403881089221339052706931277477881944129945335284563009053308472894360878253322572270421809162447465092969119892162553205880868944331200344988934320374921826217666391157593926882307494018467839,-33178.40786722034356687602038135227766506844161368249840535561876918856454613353183402783864833069089915135240988484954719715007486014452092682275927884807093444822901378760091601701563999867880722663200736713543081651870529130297808465212388024947362
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0006000000000000001,0.00004846779193400524292468219240571666175243480296260166204416641134017739626736000234463661528458106893828191311075080585573419183173828289936667708563438019252068877003365510275717070677479162090769817682580123792678723344975740035565475091680033952223,-33177.70788005494149726184378611763288859109479287301288727081895187715066249456918836622657511015436692591757750046624005456968127199382236789930349050628171951621321273769737562295191999534764541647728083565196194405879444052262356798040027529371507
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0006500000000000001,0.00004846384387551240294348212152980436711493455165361678962243932711554517411329462598113932166812632860809423191207146412181870334283600963020741219776633206430978815903809990167998262627985047358508338596322940916456125476409347530675336803391919492615,-33176.94737552167079976942076530350849759761618997116837736693996611678946894339804668201666352926957737535367961040055323184032589889808944962508963250667226008210406542765425385785707508388138384128701089953644033865144297902779670896077010753396871
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0007,0.00004845958040040261948716405349935802434752246839111091659988541201687155532220081553455212111748906461437080901328518265327789106577266563347004659499989725309836879211216343371145874387493758338938115936046626902369646949965314823525155672072617507773,-33176.12644109425797539366809671614016674789551311205576014581792488775313510917372456227151247962543951844030157385256144551334103115542782262886651038316304514676513136083860754807261647431165937901535729723803244027884262539640216986874321702827248
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00075,0.00004845500160800323960056305944983914343042172300781996374688385630843044054505930836290587860440157019235493018646561614408201611955774089668458665342472512547580500949594529945817698242273173939577848047760972537142465622630082414545043343994705223767,-33175.24517112606006080530925375020098899354330069738797672216711803258015365687352535885955466747434125843170061827785490107597268587203192740858315779612177933642405449492923070750056156539849985701700767422303293860876650968094005672807600572588684
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0008,0.00004845010760519886503216816567681667874160067753906046655765927338172826172011710669894161801724133943802035875368337070804807902141789431516306392080825633523253016145497210700747387372758883988504898063452256180659296486755960497234874998928061368874,-33174.30366682297151709610684064332995424336649814024720376233091396251546107712909148930163997788627858294002791539220625743687066569528145730411748614817542927717151354504295408815432028241078610786286488329401934965433174073946085248523880288476702
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0008500000000000001,0.00004844489850647329607350185139082903927829166387365082185587347071937315378622805140240041279891297069074368481498501187763153605263892910102576516528493523363058602697286086320367746478717763040898112493921846956021295927595574967230024843315485262936,-33173.30203621439762727939834542490172207852643779021313107881013887633642579470090274736458190847172797430950971077847522368837530478419833401096553333484130777562357064217452648452891046981083014956230570884357212486415978308466384173108705720812803
"1/5000000","1/100000000",200,0,500000,10,1,0,0.0009000000000000001,0.00004843937443395408019950956274059867342978312774898284686583773303964164690906779133561013064965876126452624040635552970563005031081573840551351781699907010228213849700189046190349532433049693272739991743097334157259426760760507115643865390830145334107,-33172.24039412230995078841907780214049199433213053022131937471463734241125139433316317962146728616882584999219518891802049211022462534314960183779667878174736454770337160973602202491969969675806959468031827464736376874791393432809353432772050515129299
"1/5000000","1/100000000",200,0,500000,10,1,0,0.00095,0.00004843353551745960920903406439532447826811758691684594396910482480074911850243060655528645625564572456009916791670777299182197296117842445065549697265642650950526709552634562752811593418526204932608642167433325972584379709730665829904204459706818135499,-33171.11886212840034701815170805180629445695289016030438934204546922986765457261462788634351346178562634220978132976094478018856817339559388703549731612698715408284224601367943139166944736380248715801520238182952322663606727841961370451866285510159636
"1/5000000","1/100000000",200,0,500000,10,1,0,0.001,0.00004842738189454870532887369532692086558258689696485955150550427100631131693373606275734561816511902982909497398276520533672086524843107925033638381141875362406835860227529174210878810254422420916628942016860967018944318252005591769627337251225723677858,-33169.93756853935105869309622645370710331341888530502140073832251940583810776824585793650043207961418975691074678029770206595422499827669469112313348673430723996872527085185553222555771741999078279995316983198768788492151036207264391864888763912473272
