1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00001,7.54E+06,4.99725E-05,-51834.3995
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00006,209439.5102,4.99724E-05,-51834.34313
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00011,62312.58156,4.99722E-05,-51834.20625
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00016,29452.43113,4.99718E-05,-51833.98886
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00021,17097.10288,4.99713E-05,-51833.69099
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00026,11153.58339,4.99706E-05,-51833.31264
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00031,7845.808916,4.99697E-05,-51832.85386
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00036,5817.764173,4.99688E-05,-51832.31468
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00041,4485.319672,4.99676E-05,-51831.69513
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00046,3563.243085,4.99664E-05,-51830.99527
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00051,2898.816751,4.9965E-05,-51830.21514
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00056,2404.280092,4.99634E-05,-51829.35482
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00061,2026.289269,4.99617E-05,-51828.41436
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00066,1730.905043,4.99598E-05,-51827.39383
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00071,1495.699736,4.99578E-05,-51826.29331
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00076,1305.370909,4.99557E-05,-51825.11289
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00081,1149.187985,4.99534E-05,-51823.85266
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00086,1019.445967,4.9951E-05,-51822.5127
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00091,910.4966029,4.99484E-05,-51821.09313
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00096,818.1230869,4.99456E-05,-51819.59405
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00101,739.1258081,4.99428E-05,-51818.01557
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00106,671.0415066,4.99397E-05,-51816.35781
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00111,611.9488977,4.99366E-05,-51814.62091
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00116,560.3316267,4.99332E-05,-51812.80498
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00121,514.9800129,4.99298E-05,-51810.91017
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00126,474.9195244,4.99262E-05,-51808.93661
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00131,439.3579843,4.99224E-05,-51806.88447
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00136,407.6461056,4.99185E-05,-51804.75388
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00141,379.2476419,4.99144E-05,-51802.54502
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00146,353.7165682,4.99102E-05,-51800.25805
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00151,330.6794601,4.99058E-05,-51797.89314
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00156,309.8217607,4.99013E-05,-51795.45046
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00161,290.8769866,4.98967E-05,-51792.9302
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00166,273.6181728,4.98919E-05,-51790.33256
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00171,257.8510437,4.98869E-05,-51787.65771
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00176,243.4085217,4.98818E-05,-51784.90586
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00181,230.1462827,4.98765E-05,-51782.07723
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00186,217.9391366,4.98711E-05,-51779.172
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00191,206.6780617,4.98656E-05,-51776.19042
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00196,196.2677626,4.98599E-05,-51773.13268
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00201,186.6246471,4.9854E-05,-51769.99902
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00206,177.675143,4.9848E-05,-51766.78968
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00211,169.3542905,4.98418E-05,-51763.50489
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00216,161.6045604,4.98355E-05,-51760.14488
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00221,154.3748565,4.9829E-05,-51756.70991
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00226,147.619672,4.98224E-05,-51753.20024
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00231,141.2983709,4.98156E-05,-51749.61611
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00236,135.3745757,4.98087E-05,-51745.95779
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00241,129.8156431,4.98016E-05,-51742.22555
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00246,124.5922131,4.97944E-05,-51738.41966
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00251,119.6778205,4.9787E-05,-51734.5404
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00256,115.0485591,4.97794E-05,-51730.58804
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00261,110.6827905,4.97717E-05,-51726.56288
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00266,106.5608905,4.97639E-05,-51722.46521
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00271,102.6650286,4.97559E-05,-51718.29532
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00276,98.97897459,4.97477E-05,-51714.05352
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00281,95.48792909,4.97394E-05,-51709.7401
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00286,92.17837509,4.97309E-05,-51705.35539
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00291,89.03794675,4.97223E-05,-51700.89969
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00296,86.05531374,4.97135E-05,-51696.37331
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00301,83.2200789,4.97045E-05,-51691.7766
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00306,80.52268752,4.96954E-05,-51687.10986
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00311,77.95434671,4.96861E-05,-51682.37344
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00316,75.5069537,4.96767E-05,-51677.56767
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00321,73.17303179,4.96671E-05,-51672.69289
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00326,70.94567323,4.96574E-05,-51667.74944
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00331,68.81848804,4.96475E-05,-51662.73767
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00336,66.78555811,4.96374E-05,-51657.65793
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00341,64.841396,4.96272E-05,-51652.51058
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00346,62.98090789,4.96168E-05,-51647.29597
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00351,61.19936014,4.96062E-05,-51642.01448
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00356,59.4923492,4.95955E-05,-51636.66646
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00361,57.85577435,4.95846E-05,-51631.25229
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00366,56.28581302,4.95736E-05,-51625.77235
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00371,54.7788985,4.95624E-05,-51620.227
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00376,53.33169964,4.9551E-05,-51614.61663
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00381,51.94110242,4.95395E-05,-51608.94162
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00386,50.60419319,4.95278E-05,-51603.20237
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00391,49.3182434,4.9516E-05,-51597.39926
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00396,48.08069565,4.9504E-05,-51591.53269
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00401,46.88915099,4.94918E-05,-51585.60305
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00406,45.74135728,4.94794E-05,-51579.61075
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00411,44.63519852,4.94669E-05,-51573.55618
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00416,43.5686851,4.94542E-05,-51567.43976
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00421,42.53994487,4.94414E-05,-51561.26189
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00426,41.54721489,4.94284E-05,-51555.02299
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00431,40.58883387,4.94152E-05,-51548.72347
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00436,39.66323525,4.94019E-05,-51542.36375
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00441,38.76894076,4.93884E-05,-51535.94424
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00446,37.90455453,4.93747E-05,-51529.46537
1/5000000,1/100000000,300,38729.83346,173205.0808,10000,500000,10,1,0,0.00451,37.06875762,4.93608E-05,-51522.92757
