"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.,0,0.1,0.050265482457436686,2.4448300240161705056270529869010201678540367579301528219700605390144309706858432213613318925477099649634124357967235260116120993132459561373880839436249606633369061806265389725637549872604845276174766503332449198942997324531668689210007269822236559028294421732816345418973999003352486477655655111923150542314629328088040614993621516780774026342679845e-6,-25681.561759857029627323453266375991746861234202199054033740003157047191518709389223408617993616634738323811321504109395380928581678781488369370866476029158946803473268527658119906731292580184057656869373792483147447546174749788742442555964021260722221778656443337455906096057812754742227867096030068114617988690717206368106264038664700407205439600612
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.01,0,0.1,0.050265482457436686,2.4448300240161705056260862818769580348891788654670473638787996992749482086571816868237916450699866569710543551481784472949228641889538839249381058678260305191121707760778512620640221804559757991949488765551489882219644074856772068487100349129979226648174469686958941402880282706746505857971814749648718855656253880845388319285819819678614035251847266e-6,-25938.377377455600151699801706273109170536363820375253065010541103002629918336880776508856910749120003097659341247547852585133390836353417529161722876671935333599397256189546934655503272486697991635055575067217155499488904543849159330472593615028879357867949686286971724117147389417617034898747183869492926832321248946153908520477885654132642144316363
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.02,0,0.1,0.050265482457436686,2.444830024016170505625147869747464150090087623034644856948802500099464984383975006136663184794315456437638704539658330156121378709364555311307177095607694354059999005805006023278124493788253942534554071902905703371749025655937587418839802867165649937467973254371240599985382225548380746806260722738152694950473412662275825168923467697345489223565564e-6,-26195.192995054170676076101131301203853339605844883273101364189240123477084137150193898799097781189805058819666082743817887666309667139552289398290388798715493070005122654283140911628380882150622144268967678955704323092357784948661094351623048530125487039823810353225944377953584165767669752766113775113723137183639767596391294384783771026991471553679
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.03,0,0.1,0.050265482457436686,2.444830024016170505624236657110708454089331141199964639515761457892359932406840625613189093764461769635719910089652387824934053220071309452331457592340900285893602135446167598482692918300197072459777115884068063557063364289057013466833100920150700023021068460912201198628126738309800109732815096380783141490257120407408238117347706083208527992094994e-6,-26452.008612652741200452352969077820146948071336706880055821936675629693774813331165112815992268643758451890154463552308336836518392550565038688163231257835413336296254374783989940038053540645696402822684645033438054381279216642022402273464866821902010960249685009104800922760641520786512604372423818142289431758101285422371752585132899195933737640782
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.04,0,0.1,0.050265482457436686,2.4448300240161705056233516028782836380907084775939601244116152189220332781342323959932083461423918260968878947612915413632331600556015200309525928726965982830083889385711314061835095199703846056021820528625065560449630181759416635977957883263462288399285985992788891360537156937298539755901778519714853135525719074891763658368103999543471588661113415e-6,-26708.824230251311724828558592312135312589704817769319008108929607757013855033971424280984333943940422437593242107830780165398543792689241712761443958337512806625498198428219019443591861038310471803028008271160570906549205365902852614176061450638081337664830223176685253455873969131229267111269753044631831581135034003681326080397928267352648189503765
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.05,0,0.1,0.050265482457436686,2.4448300240161705056224917153001946973241614984584301326152634556765358041464253517593403253257698897656872071118172396639653995870085432741810199998834055607481041232641786105495735487468783073719576536654072936761194525757434392795575530864394959618663080586367036582517945699704941748169083124355518388267118780926435780772778172055522138472782656e-6,-26965.639847849882249204719321419643668207532507768118227149207811230537347063197377063600201353554047174268643432098616291411301770619453690319027911388314909656988017147415338875593610944233485117759667142417935481894469371557922513729190217995150667270859830373889411979520311967136304100384578694279348388660873760406067817286296074491549035424819
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.06,0,0.1,0.050265482457436686,2.4448300240161705056216560491853771906958580792535265009049399443012840328663215913059426778212534757603407717905222396905420749273375200470624745815781857006526647920205646552927488976104917404239268347165845900159945861119684929622408188986575912194187215910907134234639448675319522856369646944936243550675363680593037086968250213824589963871665217e-6,-27222.455465448452773580836426988839746161783178346602543623204961244390779893008225745717301266820105987580881678923304572777577597271656676569745970327591932870205093220460818900126952652545474938880823647072074388216941128732136274353942429205432532247353512930893162466024754954064591477365107687766310812410917134647488743175436643804679748838103
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.07,0,0.1,0.050265482457436686,2.4448300240161705056208437033031942143038015401122514824608817210479592018969084644426848603048007127469588798117882097674634244311410143202616966942998027857647999463298157590728757344060429942555318152564123002242068293196608900480239949722629499429617385102226081026575457511876481649426106202363189478530031160537145884316041530347322806539968727e-6,-27479.271083047023297956911132109582769191703050193890078454298934147853127256955812020098851021371424452533978951525463893031731517952372499965171264992778961634549809489686900924089505140995773128412295369551266816811245605968954204314735415104564249358981702671756962121053712030734648933745306050414675207283140937836582898511812753445103646938724
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.08,0,0.1,0.050265482457436686,2.444830024016170505620053817952568919128215243712916805506308357191906260767952116178079079955082453478943478952388185305879581496081574484462927034261167955380738888592384392200199813324348459009786718986767410720389302505888397858634101261045690588903899628140440219826022381823812397249349915895862761930784155755975746676748482690768265204000208e-6,-27736.086700645593822332944614572107544379491978402077563797945064261137591844776971967219278710393249590710381033849985774436091666557201289496259304727681023526364017785490689264109671435377386606796164633563988053145874906338983327631980807485796128022551256019238958514435517259837070868805401420144807620455162428031653219563198035271958803092462
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.09,0,0.1,0.050265482457436686,2.4448300240161705056192855726865060225651528987331878201046092782936313333463842821428002193260419858613812761409793605947789022826233605593992862626789720926848977919404726197433266217842578960399963077910549178414904951446315713325894963232716969873526783600197089406134711024470801468812954422268408589057503502236245100571225671766747758183826035e-6,-27992.902318244164346708938008944988885886866905161160499583463146058451253510127840548137426424312214288740088544791633000138255623753649068089138861191172881481800050961625496068120444907103182179616377934922768154418222436143941395636504423291164245113287627666703412591353741533149167294521053742506696560016331616024156263851371585463938964809776
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.1,0,0.1,0.050265482457436686,2.4448300240161705056185381841807531490674121567904152713038837809391164661301077048727155527848428988072423855799371230035040420952832597002034337597463640770742095936576344538326606100636938080298510816966949471044524908330236358823710046895637993626004003564535858855981163088688655361936081970498099847298601168557544131919367200041885372147172726e-6,-28249.717935842734871084892408539762523724176305360557553439381765238627162733165961198927062259745878121257150723191404024956478039710188628836898955068243979616443107636168721592801507036724062301205208066485882745961537584741027084488574384357792746762814502262846371200067471899232264432126430872106701150017181509062674254610406156886759431065271
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.11,0,0.1,0.050265482457436686,2.4448300240161705056178109042362607760380798161189507808349240875170823557357562907953979942694000614229620612545325097936945954783252567507060271269750509426406960430556425335202231935963492986554444601035685075902183910175507140402283091107044080294234110089441834042558362759491051335395691396932493462051280423928427047258796573188698978502301167e-6,-28506.533553441305395460808867269350287721184036667531951714471721971519518771505756426169886572310409710143129335483042615823354320639176698610874739784926558955280988924119686819854359852658243297336845960510617691297354971433611313374514096902325372033735125600999945742299248219850020574462254928578001182691183791376012524682936173829635901780189
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.12,0,0.1,0.050265482457436686,2.444830024016170505617103017905926802267343490714066543314193341076510207725272685772266610944550616564246779392733080715493356368104233290596052096235831761877824577635011519590907880450301627312791238703587333609895213600843900188437008734562417880936157443678635267534693968198483354832264647375223181946365881112109308181487386978414654752871265e-6,-28763.349171039875919836688401406926799499418261564475294316387541087155423134127040499765029422338104578381426781924020074790707953723627446749505732236901724191241219171002769301806007005284715055267750665084082660134812322956814102385281547400485679303090079829950114774112664811678486740431131636284829618016964639117131593009920281433666819007207
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.13,0,0.1,0.050265482457436686,2.4448300240161705056164138417368661331938845647600443270443525595709897094036061437962128164233748984843489801031857754684785268450438976319764899832268536670478424235573289408981969283383063637643677846112758202876840191211697171818102970577942546185650853361873533715923457562472507480116922374461305335876600030929000310495590883318713453222083363e-6,-29020.164788638440741760297166005486318155333027090547831101462703085280533095932379802411931352964137620125215862258927699155886109497011913943876917575730627301137467084532945999285719936545406647653380250389632902784086718005178322902828111209749392320307859206953102582965758712903574111413336977739947621872729923272808821295225032212531931460507
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.1400000000000001,0,0.1,0.050265482457436686,2.4448300240161705056157427221201340400478250752619193350515200600988971219313100559534394679939533171381493878684913269957955581139033741291427293199424766094552657948168256443508025500212854250748560975711962944731209608521591966749578868681776786516119767349527105176608652801725701442623616651653078668957670716446717196393290665482645012782875595e-6,-29276.980406237016968588340582705205145583517474987320927975563820657091064985182288493032977228111844703766251681584097520222906025697359479149180150539152489667115466653767893269749112554679013969920988405695439854806414232056976920955664944139092223821049132367030480738298480755132437732710193138814986737448550525120326460296466933203465539696524
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.15,0,0.1,0.050265482457436686,2.4448300240161705056150890337404613659475813888700244996514609203195263178842808050185170848034000195051717575883769805402868514807369159388798846678069786548765614300658967682678116551985989000250992899700540807695603298680836490773251413069339059380079052832302130647937081698696074859573616665237704404670712967318142525051766019085849206453950993e-6,-29533.796023835581790511880263523943933466321776283551117059281015749637131197063597028781974768538308855632013542410844861526115539134715728509745147309521381831825476123655902955180546808367250680023280661944025269311481432762381676547322913673137756762116720656192397220487927654202314708536990875310832954331846712542699692840015929654876137961406
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.16,0,0.1,0.050265482457436686,2.4448300240161705056144521781191336074594775333409260793737945535815330224937575295529378760679029977356894929257315700826661913300040617742031499696208604681051096095166496961270422426492701576054670870687606982028391296138765958019508504168460805315510857439813938309319515025573880401879717767228791452619253326890640024093822816676106405840812644e-6,-29790.611641434152314887621565718114004015017669521708464478495511589046871551741489166349095670528513708269168285740353233726346789045384060418168280941606515793204102134727665146782374770138508181436978165924086878620692849312281921562752521430447680503869266132666018135201906572381557970199141272813354526443711958199419055723790872435117339599398
"3/10000000","1/12500000",200,25819.888974716112,50000.,0,500000,6.594575734168332,10,1.17,0,0.1,0.050265482457436686,2.4448300240161705056138315822436732374557465316202657461189567197633977890554520859900989454677133942554533179521849399764034882031805385432488729453643804095096780577215694409362216146727596591458529062670874698676083800868572647648780439282927750660117743064075364502570831533480330447246548366752905170510890549046805698613133436317214268309044759e-6,-30047.42725903272283926333051542310095608577889895409282058421420807080876239917581325937374683558443541216507914066493708032047776977731046400589387542947698112438827828090554876903628951322464197507197941630791365699888691017824336421203255800404942956215080432664566411714165171567173659100519724446576763167145759613633103989939755142699812036347
